session_frequency,session_duration,messages_sent,days_since_last,start_emotion,end_emotion,churn
2,3.920993262792141,2,11.072817743498177,2,2,1
1,4.322745042673578,5,2.587874897867841,2,2,1
0,4.919738814984051,2,2.0,4,4,1
3,4.555721566742274,6,4.065833775155088,1,1,1
3,7.966100297357903,7,2.0,3,3,1
1,4.449704711097835,4,2.0,2,2,1
0,4.598747259522847,5,2.0,2,2,1
0,6.311308394199464,4,7.177873937614133,4,4,1
0,3.796636240142638,4,2.0,2,2,1
2,9.127984309693552,2,2.890030727549917,3,3,1
0,7.6043135823256245,4,2.0,1,1,1
4,3.6638260957843034,8,4.018992796514923,3,3,1
1,8.027334171733674,2,2.1231811223810304,3,3,1
0,8.443416279039907,1,2.0,4,4,1
0,3.715770526162773,7,3.0899595029910327,4,4,1
2,3.6696667684823514,2,4.2266631054339925,1,1,1
0,4.779173708203732,2,2.0,2,2,1
2,3.1695897605101835,3,7.251752130806533,4,4,1
1,4.439422931154454,5,2.318507771859712,2,2,1
2,5.199750830562514,4,6.918419140521381,2,2,1
2,7.008304722752962,5,4.32579903531827,1,1,1
0,6.1624510063005,6,10.172458204196229,1,1,1
0,5.70395698693061,3,3.958485714789595,2,2,1
0,5.033653410150174,4,2.0,3,3,1
1,3.384088500073246,4,8.646492863380718,2,2,1
0,7.183435453563974,4,7.640101909194015,1,1,1
2,7.138748313647424,3,14.0,2,2,1
2,4.7663028180165705,5,2.0,4,4,1
0,3.7976897177511537,6,4.473027358653539,2,2,1
2,9.112208875054167,6,3.383112185982337,4,4,1
1,6.493460902173863,2,5.556544484982218,1,1,1
0,6.793936582650085,6,14.0,3,3,1
1,6.880295721399516,5,3.799342567394911,3,3,1
0,3.595032602837414,4,5.787651332609601,4,4,1
4,8.998553168033734,6,2.132525347406253,3,3,1
1,5.193004134111538,1,2.0,1,1,1
4,7.644084007857886,5,2.042071506158179,4,4,1
1,8.916865406853557,2,2.0,2,2,1
0,6.1627520640363995,6,2.0,1,1,1
2,3.637043182529767,7,2.0,0,4,1
4,1.013058973028528,4,3.057172231576695,1,1,1
0,5.923168381396124,4,3.0885732377530624,3,3,1
2,6.500288895465108,7,7.245741243081472,2,2,1
2,4.838449732628762,2,3.488705059240024,2,2,1
2,6.271370906913834,6,3.1095456478958883,0,4,1
0,6.8606896763421155,2,2.0,2,2,1
0,7.987855581589271,5,9.568957939710023,1,1,1
2,5.542869217747581,4,2.0,2,2,1
1,5.909316653079873,3,14.0,4,4,1
1,5.642799341132892,1,3.232033633790045,3,3,1
1,6.067189266653699,2,2.0,1,1,1
1,4.973631238152272,3,2.18731865226983,2,2,1
2,4.964069231011032,3,2.0,2,2,1
0,5.089954321455396,2,2.0,1,1,1
3,6.312532483238994,8,2.0423968770991103,4,4,1
1,4.305371944297726,5,4.041839394999854,2,2,1
1,5.09801213374718,4,2.0,2,2,1
3,9.617179934242817,2,5.634492431102201,2,2,1
1,7.792798681008765,6,9.298366079836,1,1,1
1,4.0858378454667665,4,4.247129403949044,1,1,1
1,7.729345861187136,4,2.0,1,1,1
0,7.25478414816737,3,2.0,1,1,1
1,5.792160977042323,3,2.0,1,1,1
1,4.584054105987196,5,6.580155034491472,4,4,1
0,4.356971775029525,4,4.950754400980364,3,3,1
0,6.447680345566472,3,3.2340229609320774,3,3,1
0,4.307532675606985,2,2.0,3,3,1
1,8.19444265934365,4,2.0,3,3,1
2,8.761613176910018,3,8.44165629589342,1,1,1
1,5.914391004863815,5,3.2682043488559254,2,2,1
1,8.277561623844258,4,14.0,1,1,1
2,5.176902103394504,2,14.0,1,1,1
2,4.571296433431761,1,8.06489904690022,2,2,1
1,8.20055036029048,6,2.0,2,2,1
0,9.159733911211015,3,2.0,1,1,1
1,9.926315973984433,2,2.0,1,1,1
1,6.665310142954216,2,14.0,1,1,1
0,7.724220790379249,4,2.042401832683633,3,3,1
0,6.621234456932297,5,6.128481017579439,4,4,1
0,8.80675731339718,5,14.0,3,3,1
2,6.8665682668785175,3,8.562786561030007,3,3,1
2,7.610167577324067,3,4.551590631359299,2,2,1
3,3.7291630895942682,2,2.0,1,1,1
2,5.537674449264655,3,2.0,3,3,1
1,7.627272297284471,4,3.3905351200964735,1,1,1
0,7.4479454881387355,6,14.0,1,1,1
1,7.797806419738219,3,11.742815102960353,3,3,1
1,6.2413092943817725,5,2.0,4,4,1
0,4.695955993729441,5,2.0,2,2,1
1,5.882106932962092,4,4.443515417976226,4,4,1
1,6.094068728017007,4,3.2449863740491964,2,2,1
0,6.483481617065151,2,2.0,1,1,1
0,4.064269146229826,4,2.3046818032494234,2,2,1
2,5.468266828625405,3,14.0,3,3,1
3,5.822664781011742,6,14.0,2,2,1
1,1.5155566825119413,3,4.0983829337679785,3,3,1
2,7.665009562747537,1,5.042870425030054,2,2,1
2,6.328031913281222,3,2.0,2,2,1
2,6.530637740896438,3,6.773062399587349,1,1,1
2,4.969007377943439,5,2.0,1,1,1
2,7.172500751060506,6,2.0,1,1,1
3,4.336148352133125,8,2.0,2,2,1
0,4.650371511537726,3,2.4363695994833705,3,3,1
1,7.256660091483593,2,9.49431413717319,3,3,1
2,6.7143234722881004,6,14.0,1,1,1
1,3.4447994696634128,4,5.509427830710507,2,2,1
2,9.154741740176071,7,6.829845340939549,2,2,1
2,4.483004692853706,3,2.0,2,2,1
4,5.734812890757322,6,3.673312634140054,2,2,1
1,9.493574773203903,7,6.669987929620241,1,1,1
1,1.8804368615798221,3,3.438568105253383,4,4,1
4,2.5874783600607207,2,2.0,4,4,1
2,6.883867374177035,4,6.752015019947234,1,1,1
0,1.0429265682923612,5,2.0,3,3,1
2,1.9130129950297574,6,2.0,0,4,1
0,8.350315652588282,6,3.2509935516867516,0,1,1
1,5.18225326319182,4,2.0,4,4,1
2,10.392179118593631,6,4.963748999351743,2,2,1
0,3.9304604438928674,2,5.1148334827963,1,1,1
4,5.363036402259039,4,2.0,2,2,1
3,7.081261452357172,2,14.0,3,3,1
2,6.943056968350478,3,8.69920207561977,3,3,1
0,5.49020076902231,4,2.0,0,1,1
1,4.703079978115164,4,6.901802553205647,3,3,1
1,6.462724648682581,8,2.177622139724695,3,3,1
3,8.753771772351698,2,6.937245570932438,2,2,1
2,7.52561737914659,6,8.06709895682584,2,2,1
1,4.73506316737973,3,2.0,1,1,1
1,4.01645470784132,3,5.421209961319215,1,1,1
1,4.614422024580084,5,9.929026009433315,2,2,1
1,3.4525142292683686,3,2.0,3,3,1
1,6.294818964654489,6,2.0,3,3,1
1,7.627572357468567,6,2.0,2,2,1
0,5.857320002999193,4,2.0,3,3,1
1,9.439533585859031,2,2.0,3,3,1
1,9.55082915030938,5,2.0,2,2,1
1,6.615470537656843,5,2.0,1,1,1
2,7.403875480953367,2,2.0,1,1,1
2,4.199084044061104,3,5.26510586720102,1,1,1
2,5.2783870123216445,5,14.0,0,1,1
0,8.544540755533099,7,11.55946210274247,1,1,1
0,4.841454765423117,7,2.0,3,3,1
2,8.974759614032903,1,7.347980583009329,0,4,1
1,8.225128204149666,2,13.81226240255499,1,1,1
1,7.503247922092715,3,11.841714428134747,4,4,1
1,3.6546102206807203,8,10.79456798452145,3,3,1
1,5.376027031859357,7,7.719433400470677,3,3,1
1,7.288417677688256,6,2.0,1,1,1
0,4.028503850995939,5,2.0,2,2,1
0,5.619845505566803,2,3.3453894484925435,2,2,1
1,7.504261898255276,2,2.0,2,2,1
0,4.863655544155408,2,14.0,2,2,1
3,4.307091017462704,1,2.218247320230694,2,2,1
0,2.3984510824236414,3,14.0,4,4,1
1,5.226731604571383,3,7.416692037833178,1,1,1
0,7.546363025620275,3,2.649115982399744,1,1,1
2,4.254192649347004,2,2.0,2,2,1
0,6.0357442129354135,6,2.0,2,2,1
0,5.551581456411865,4,5.589657179383983,1,1,1
1,4.666752888063905,7,8.8578787897902,3,3,1
2,7.6754111987517755,4,14.0,2,2,1
1,9.284544562331792,7,2.0,2,2,1
3,8.008675887283406,1,2.0,2,2,1
0,4.608127195098571,5,2.0,3,3,1
3,9.98473132769189,5,2.0,4,4,1
2,8.00280582046013,4,8.60373148633245,1,1,1
1,5.0852858620714185,4,2.0,1,1,1
1,4.449347235776172,10,3.9688695900659026,1,1,1
2,8.242078527689847,1,2.9566293847085525,3,3,1
1,6.347538403914546,5,2.0,2,2,1
2,4.298470302624545,3,4.816209616544521,3,3,1
0,5.703782041056233,4,3.4890480573942684,4,4,1
1,5.185606364237278,5,2.0380608581359088,2,2,1
2,4.351881762623925,1,5.8374150632197965,1,1,1
0,8.029172506522935,4,2.0,1,1,1
2,7.563448376628626,5,5.152665929826337,0,1,1
2,7.677082955118521,4,14.0,3,3,1
0,7.649340786639026,3,6.52729637604031,0,1,1
1,4.167932510584805,5,2.709857978020591,2,2,1
0,4.792625456406006,2,6.882894966619622,1,1,1
2,8.917315045875323,2,8.283743548037403,0,4,1
0,6.216024244877997,4,2.0,1,1,1
0,3.059058612591394,6,6.106141058905225,2,2,1
0,6.433888655191493,4,2.8493071947552906,1,1,1
0,7.309582523336267,7,8.53311749758049,2,2,1
0,7.048082874740417,7,2.0,2,2,1
2,4.124260793676722,1,13.883760487310271,4,4,1
1,9.773443118515107,2,4.2758245579694405,3,3,1
4,2.9988108257824946,4,2.1793894746071754,2,2,1
0,6.221792860326825,3,2.7182187155206443,3,3,1
3,9.473105705532166,3,2.137009447312042,1,1,1
0,7.18331416787089,3,2.0,2,2,1
2,7.67243913810271,3,2.0,2,2,1
1,3.8936717016597293,5,2.0,1,1,1
2,6.694092915193742,2,3.0688198307047285,3,3,1
2,5.926794674610106,3,2.2456505400493447,1,1,1
0,3.7399116616712704,3,2.0,1,1,1
2,7.7301429789499245,5,4.325686407007227,1,1,1
2,4.361026522698662,5,2.0,3,3,1
1,4.598150735662946,4,2.0,1,1,1
1,6.865158644169696,7,2.0,1,1,1
0,5.713509108709969,5,3.6743555129365157,3,3,1
1,6.338576047312026,3,2.0,0,1,1
2,5.5910006824603276,5,2.0,4,4,1
2,8.826121687008085,10,3.004742980300905,3,3,1
0,4.149938705522768,2,2.0,2,2,1
0,5.070382439587974,1,2.955131790544744,2,2,1
0,6.962343115158454,3,2.098340922700976,4,4,1
0,4.024164332717962,5,9.85193766218037,2,2,1
0,3.935553235208248,5,7.921366388715755,1,1,1
4,6.2754877880062745,3,14.0,3,3,1
0,7.734706757837755,5,3.763548995265843,1,1,1
1,7.995755631588509,4,4.283004423029079,1,1,1
1,6.183479751974564,6,14.0,3,3,1
1,4.655734683005347,3,2.550731062153405,1,1,1
2,6.551326395268516,2,4.05608148638523,3,3,1
2,7.132276617424741,5,2.3828094040137824,2,2,1
1,6.523721318580547,4,3.9467565639825475,3,3,1
2,8.46833971758275,2,2.0,1,1,1
1,3.971677469490065,8,7.657620269079777,2,2,1
1,4.606047964712875,4,14.0,1,1,1
4,8.190698388797447,2,2.0,1,1,1
1,3.0539603389694725,10,8.07325061797317,1,1,1
1,4.921228545836999,5,2.0,1,1,1
1,4.536919410547277,6,2.0,4,4,1
0,2.871590197306063,3,5.910573844234895,2,2,1
0,5.625702390718173,4,2.0,2,2,1
0,7.492587719776908,3,3.1110149783083174,2,2,1
2,6.312655831042205,6,2.0,4,4,1
0,7.599207570604155,6,4.041600948776235,2,2,1
0,8.383911935285946,2,3.100242645503071,3,3,1
0,5.228736478108961,1,12.353989638511067,1,1,1
0,11.29369204597746,6,6.3696861449539055,2,2,1
1,5.309169151872333,4,2.0,1,1,1
1,5.574937948312618,4,2.1889598786348667,2,2,1
0,4.584758926262445,6,13.410433665769027,1,1,1
2,7.090778961849348,1,6.461000005608531,3,3,1
0,5.41899316204605,4,4.510399860948284,1,1,1
1,5.842215556170008,2,4.0943637704934766,2,2,1
0,5.589573987548074,3,2.538307062532748,2,2,1
3,5.544190905546253,1,4.399811644179586,1,1,1
1,6.316572058797151,6,7.384694337714425,1,1,1
2,5.099552893926737,3,2.0,1,1,1
1,5.1934088361658155,3,14.0,2,2,1
2,8.145702981241984,5,2.0,2,2,1
0,5.412955072237176,2,2.9687059225301344,2,2,1
1,6.767104807414249,1,2.0,2,2,1
1,4.221016519023106,8,3.9963835475912033,2,2,1
1,5.110619945694255,2,2.40525693613309,2,2,1
2,3.534878875018639,4,2.0,1,1,1
1,9.708866866723655,4,14.0,2,2,1
0,8.750919355336105,3,2.794315354872037,1,1,1
1,7.190917986557373,2,2.6747067862800957,2,2,1
1,10.302205440579659,3,3.109747509061609,3,3,1
2,7.540572102766251,3,2.0,2,2,1
0,5.656048512702356,4,2.4969241811664014,1,1,1
3,6.745039334183342,5,2.050410694342117,1,1,1
2,8.721572710958283,5,3.1286059617523354,0,4,1
2,4.239367649984064,3,9.711324843470205,2,2,1
3,3.654364425466877,3,2.0,2,2,1
2,6.812158333259875,3,4.679143373936872,1,1,1
0,4.826300532902525,5,2.0,3,3,1
0,1.4801972650830475,7,2.0,1,1,1
2,3.5141333061788633,1,3.199526311249526,2,2,1
1,5.37715130129291,5,2.0,2,2,1
1,6.096377509495804,3,3.925960765659452,2,2,1
2,6.155938198766597,2,2.0,4,4,1
2,10.01039268047089,3,14.0,0,4,1
0,5.584749486597813,1,4.984379942267977,1,1,1
1,6.556250979072209,5,2.0,3,3,1
0,2.7482159452510078,3,2.0,1,1,1
1,5.937728923369448,3,2.0,4,4,1
3,6.6683978863435325,7,2.0,1,1,1
0,3.249481038037621,6,5.698101612290069,1,1,1
2,4.132016080726087,1,9.65484134487877,2,2,1
3,6.978337267673741,2,2.0,1,1,1
3,4.907347471376177,6,2.5719469451424986,1,1,1
2,5.794916456980052,3,2.1866007496435897,4,4,1
3,7.081555037917959,3,5.17140460225839,0,4,1
0,10.073744343591631,6,2.0,2,2,1
4,5.556429597843215,4,14.0,1,1,1
3,9.538396157754885,9,6.520004146398511,1,1,1
0,2.082452677408813,7,14.0,1,1,1
2,6.296725717363971,6,2.0,1,1,1
0,5.331821585809538,2,4.430209841691092,0,1,1
1,4.935082031863205,5,6.5888428195353335,4,4,1
0,7.316135151113707,4,6.2058856201452315,2,2,1
2,5.57075866922956,1,2.0,3,3,1
0,1.9500933302135657,3,14.0,1,1,1
0,2.823261503498835,8,13.159612310939865,0,1,1
1,7.444053916712888,5,2.0,2,2,1
3,2.725544186151873,4,3.921564320577125,3,3,1
1,7.497642362361557,3,2.0,1,1,1
2,6.249546975822312,3,10.55544607655522,1,1,1
0,5.6594309363483974,2,5.978694490616375,1,1,1
0,5.837051653603455,9,2.0,1,1,1
1,7.029516040360167,5,2.0,3,3,1
1,3.6450280527871177,2,2.0,1,1,1
4,6.084582187995451,1,2.0,1,1,1
0,3.7209944118374687,10,2.0,2,2,1
1,6.327289552005736,7,5.054903592378776,0,1,1
1,7.292953572396703,3,6.834126949717833,3,3,1
0,6.331891725624629,1,3.1557177853659564,3,3,1
0,7.217204327861178,6,4.585053338505469,1,1,1
1,4.599970329813425,1,2.0,2,2,1
1,5.875639891358846,5,2.0,2,2,1
1,5.524048373750208,2,6.239342158894652,1,1,1
2,5.393121225726016,3,2.2697941202836867,2,2,1
4,4.3987176710962235,9,2.144778498407847,2,2,1
1,5.136354901150115,3,2.0,2,2,1
0,3.774590809986998,5,4.5171795027921045,3,3,1
2,2.611690676350839,5,8.291528806108468,1,1,1
3,4.5985666789184805,3,3.1691585222046603,2,2,1
0,7.251919297562328,5,2.0,3,3,1
1,6.46813198211136,4,9.112148089934163,1,1,1
0,3.486793591505491,4,2.0,4,4,1
1,5.187977293239227,2,3.1907139494935493,1,1,1
1,7.384928682728655,3,2.0,3,3,1
1,5.1030172604257995,6,13.769278928025702,3,3,1
0,3.1644676137421883,4,6.6883438705300975,2,2,1
3,10.515257092828685,1,4.1782677312412115,1,1,1
2,5.6660823386941,4,5.509419784053061,1,1,1
3,3.6728422000019667,1,3.8042108605644573,1,1,1
3,6.342527051640387,5,2.0,2,2,1
1,5.828793335374529,5,6.173855879187875,1,1,1
3,2.917043790171264,6,3.393006949577421,2,2,1
1,6.18673772160633,4,5.029836532057996,1,1,1
4,7.967471022791293,2,2.0,0,1,1
0,5.534179585019511,2,2.0,1,1,1
2,1.8796029055666006,4,4.450319361433658,2,2,1
2,6.683843221178607,1,3.0756455569570513,3,3,1
2,7.205800090496307,1,2.0,0,1,1
1,4.8271758463441765,7,2.0,1,1,1
0,4.84187679732155,6,4.993721365560025,4,4,1
2,10.515712600515295,3,2.0,1,1,1
2,4.683571402315795,5,2.848088717681454,3,3,1
1,3.756238067331497,2,3.7022790134043393,2,2,1
0,6.050228168052022,5,2.0,1,1,1
3,7.149684651540799,8,8.589288528241523,2,2,1
3,7.0648674574206325,5,2.0,4,4,1
1,1.0638644913886095,2,10.041478929114865,3,3,1
1,4.6785369882220555,5,6.423438282997235,2,2,1
3,8.30577609025748,5,2.9552493271704887,2,2,1
0,6.653378930683411,7,12.91595399130818,1,1,1
0,3.528417176987148,5,6.05730882518154,1,1,1
1,8.48481861579241,2,13.371531159490651,1,1,1
4,7.929795438212356,4,3.198883130307152,4,4,1
2,5.406796783954256,6,3.0162865112902724,1,1,1
1,7.758934373622273,2,3.7830195040350443,1,1,1
2,9.999511663916039,2,2.0,2,2,1
3,3.8912396095091677,1,11.956767408760903,2,2,1
1,7.110892364405858,4,5.50884209468573,0,1,1
1,9.971889552176016,4,4.80625322670183,1,1,1
4,7.306059106591059,5,13.049869466700827,2,2,1
1,4.491234281271394,1,14.0,3,3,1
0,6.477826480882775,6,2.0,2,2,1
0,8.739766519904725,5,6.911451637959586,1,1,1
1,3.9684670661516783,4,4.336850196457565,2,2,1
0,5.939806585418935,6,3.090172460566179,2,2,1
0,5.513034356436536,4,14.0,1,1,1
0,4.7371767264917395,1,9.494374658025997,1,1,1
4,6.483109736952792,2,5.965988393522281,3,3,1
1,5.798565491888046,5,2.4118077108970004,2,2,1
0,7.286700359139503,4,5.483682307981839,1,1,1
0,8.281938988512863,3,3.7931680720912575,1,1,1
0,3.454339159092108,7,2.0,3,3,1
0,6.13506212796098,2,2.9926527800989837,2,2,1
1,5.893747722491087,5,2.0,4,4,1
0,6.406829346779165,5,3.46994060230589,2,2,1
0,5.969058310465909,3,6.3690815436554,1,1,1
1,4.038674175539931,1,2.0,3,3,1
1,8.909499070741177,3,7.248934279800114,1,1,1
0,9.761522292405296,3,2.0,1,1,1
0,7.093779406903369,8,3.641568725231708,1,1,1
1,7.19620355952231,2,4.260441497956559,1,1,1
2,6.262098327922347,4,7.161554528836821,3,3,1
1,7.938406443558004,5,7.157061670378666,2,2,1
0,1.1137093895385366,4,2.7017480432199434,1,1,1
1,5.992275442416277,3,2.0,2,2,1
1,4.854745994608977,5,5.91269011029453,2,2,1
1,6.291636196042578,1,3.5768208758861384,3,3,1
1,8.185255130346217,2,2.0252643904064533,3,3,1
1,6.038068352432154,4,2.0,1,1,1
2,5.279015322658657,4,2.0,3,3,1
2,3.1934579405191053,5,2.0,1,1,1
4,5.781446975563219,4,3.0669652660727764,1,1,1
0,7.344555393821359,1,3.24669625643672,1,1,1
2,4.317823745976063,8,4.370215946629893,1,1,1
2,1.9933202859811168,3,2.250758500954346,3,3,1
2,10.548480302422725,2,12.62226411999083,2,2,1
2,6.670350968201392,5,3.424601700838876,2,2,1
0,5.556852822818083,2,2.755851856406287,4,4,1
1,8.781989610408745,6,2.0,1,1,1
2,6.282958682967608,5,4.569157318434201,0,1,1
1,8.664063623262468,1,4.61744458462851,2,2,1
1,8.492722431754446,6,4.376819274639706,3,3,1
1,3.450958252229739,4,10.928319592420763,4,4,1
1,6.919989232826111,6,7.196383987351268,1,1,1
0,9.450571313938688,3,10.102302910809094,3,3,1
0,4.002698619304386,5,2.0,3,3,1
0,4.027250815895314,1,2.0,1,1,1
1,4.365597860995972,5,2.0,2,2,1
3,7.780837170980415,4,5.350781021010404,1,1,1
1,6.568771425727188,4,2.9766103628786627,2,2,1
1,2.128455338320749,2,7.513525267521998,3,3,1
3,6.681892247033867,4,2.4260376584349332,3,3,1
1,5.496170134257685,5,2.0,2,2,1
0,5.775448262699663,5,2.0,3,3,1
1,4.32595980711777,3,2.0,1,1,1
0,6.696516443028266,2,2.0,1,1,1
0,8.100916560613918,5,2.0,1,1,1
4,4.71606726533504,4,2.0,3,3,1
1,2.635087938126164,2,6.295455352167019,3,3,1
0,5.39377135696657,5,2.5508154020743805,2,2,1
2,7.512573457204459,4,2.0,4,4,1
0,5.15793930827501,2,2.3102371750543362,3,3,1
0,3.0049020776796778,3,11.788804684999693,2,2,1
0,7.526485697838761,6,3.57946270031035,2,2,1
2,8.830696293996626,4,14.0,3,3,1
1,6.040031100221848,4,3.8822030090910054,1,1,1
1,2.788418280036804,4,14.0,1,1,1
3,5.364338915960912,3,2.0,1,1,1
1,6.303077761650542,3,2.0,3,3,1
0,4.3805733854965485,4,6.019365882774093,4,4,1
0,7.16674446254283,2,14.0,1,1,1
1,4.185077770200401,4,8.723351211859733,4,4,1
2,6.0512553448040505,5,4.033878652877795,2,2,1
1,5.543355831323274,5,2.0,2,2,1
0,7.231709596300172,5,2.265764891382949,3,3,1
1,5.971461644810884,7,2.0,2,2,1
1,5.607016599841479,4,2.0,2,2,1
0,4.394269519532143,2,2.0,0,1,1
1,6.069538029186536,4,2.4596537790214628,0,1,1
0,5.4795849972821165,4,9.078516952978298,2,2,1
1,4.258939487543985,3,2.0,1,1,1
1,6.318982048836867,5,2.0,3,3,1
0,6.727942680112196,3,2.0,2,2,1
2,5.3231855558863685,5,2.0,2,2,1
1,7.863138462127514,6,2.2363087841781915,3,3,1
1,6.527948618872316,1,2.0,4,4,1
3,3.4322922262827222,3,14.0,1,1,1
0,8.674787989827365,5,2.724512798177512,2,2,1
0,7.533975862760074,6,2.0,3,3,1
3,8.003662422523062,4,3.1523514248682867,0,4,1
1,6.8010059137255405,4,2.0,1,1,1
3,1.3245457189459584,5,2.0,2,2,1
2,8.185237182513653,3,2.0,2,2,1
4,6.121575366639966,2,2.0,1,1,1
0,6.70643836366159,1,6.38484934846684,2,2,1
1,7.080768095547329,5,7.849799496812202,2,2,1
4,9.872554225289127,3,2.5067278582704757,2,2,1
1,4.907552631067788,8,5.8396918906548585,3,3,1
1,4.959194019521099,2,2.462917555520965,3,3,1
1,4.297930956580865,5,2.0,2,2,1
1,3.8601148972097654,4,2.5305841488842633,2,2,1
2,3.8969375328306097,4,4.0707852835219365,3,3,1
0,2.2964705074591634,7,2.0,2,2,1
0,6.853311621184952,4,5.313587289363606,3,3,1
1,9.97561312952417,7,6.785774719569605,2,2,1
2,10.103148643640441,3,9.829502169986071,2,2,1
0,4.295263751915998,6,2.0,1,1,1
2,5.455691244721523,8,2.0,3,3,1
4,8.466684360901594,6,2.0,2,2,1
0,6.864693928415567,4,12.89280006424067,3,3,1
0,6.269031343189231,5,7.25268667855846,2,2,1
0,5.486530842314863,3,9.022267900890927,0,4,1
1,8.356602889886421,1,3.638835956492935,2,2,1
3,3.853898082587068,1,3.7403391721198846,1,1,1
1,6.961750130891933,3,2.0,1,1,1
0,6.6898676850452246,6,9.249688959862658,1,1,1
0,6.0867439133667,2,8.853011830119325,1,1,1
0,7.575459314867173,1,2.4893112767813825,1,1,1
1,6.067474589865602,2,2.0,3,3,1
1,4.930944820125105,5,6.7041824525464,3,3,1
2,6.185022617964284,3,2.0,1,1,1
1,2.815792660724346,3,9.82873956195023,2,2,1
1,7.225429462393134,5,2.9551916329701506,2,2,1
0,7.736458506999149,2,2.911109105918064,1,1,1
0,4.686770937107687,3,5.529360598738885,1,1,1
2,4.210977556763453,1,5.188752973279164,1,1,1
4,4.760496686657838,8,2.0,3,3,1
2,5.873954045240219,6,14.0,3,3,1
1,6.431771916071194,4,14.0,2,2,1
2,9.230983887780162,3,3.7326239048265335,3,3,1
1,8.97818203222231,2,4.120618320676438,2,2,1
0,7.663085330145067,1,4.040747518433202,1,1,1
1,6.242521324698369,5,3.325592481354947,3,3,1
0,4.146151827800784,6,14.0,1,1,1
2,9.359274466842525,5,2.0,3,3,1
2,5.504715738635382,1,2.0,2,2,1
0,6.562748267870504,7,13.264067469132677,2,2,1
1,7.254704777088731,1,2.0,2,2,1
3,6.123191710745354,3,6.914607349432455,3,3,1
2,8.302194690897643,3,2.0,0,4,1
0,6.910783888205038,1,14.0,0,1,1
0,7.977277044278524,3,7.830019150034345,3,3,1
2,6.894691118612675,3,12.549164033302393,3,3,1
1,5.9242006755628696,4,14.0,3,3,1
1,6.1483712230443315,5,2.0,2,2,1
3,5.875519043351996,2,2.8404101163696622,2,2,1
1,3.4314283631411002,4,5.222045961969647,2,2,1
1,3.9983610780327656,3,8.108972308739071,1,1,1
0,7.481095071647363,6,2.0,3,3,1
1,3.4812574500680737,4,12.302330406602405,3,3,1
1,5.191553419249627,1,2.0,4,4,1
2,3.8997928610666643,5,10.056163878468656,2,2,1
1,5.084562103922363,5,3.5945057224801795,2,2,1
1,5.689461391792481,5,3.6223861228852607,3,3,1
0,5.187532483267048,7,2.342069391703946,3,3,1
3,3.1432711454998543,5,2.0,3,3,1
1,5.628938995307071,5,2.131580406499095,2,2,1
0,4.082207677104206,3,2.782050913010064,3,3,1
3,4.726885580547798,4,3.2602282684710024,1,1,1
0,7.48104030659999,6,6.718000178402716,2,2,1
1,7.9107859929147155,5,2.169863918227543,1,1,1
3,3.3780583285542196,4,2.609372696855068,3,3,1
1,9.137331794156292,3,11.827550040651168,2,2,1
2,4.979826846562044,2,6.983083157268494,0,1,1
1,4.797979758736217,4,2.0,2,2,1
0,4.216690425318438,1,8.358927715909473,1,1,1
0,6.1118241499730726,6,14.0,1,1,1
1,9.963100500097871,7,14.0,1,1,1
2,2.9206811620942235,3,9.038099908974488,2,2,1
1,1.8862274731568505,1,4.9601082386766775,1,1,1
0,6.537021051494177,3,2.0,1,1,1
1,7.138678345850597,6,5.312809102851918,1,1,1
1,6.105344419630437,5,5.946939594949653,0,1,1
2,7.191598950832664,7,2.0,1,1,1
3,3.7374780132199215,3,2.0,2,2,1
4,4.110260455408491,2,2.5285591003214254,2,2,1
2,6.247915865011793,1,5.124211794045472,4,4,1
2,9.516138721457649,4,2.0,1,1,1
0,7.121361320180101,7,4.055899611459984,3,3,1
3,7.21440797948849,4,11.474940211708537,1,1,1
2,3.852647008865499,4,2.0,1,1,1
2,6.844810165663843,3,14.0,1,1,1
1,3.635701502396405,4,3.206076248116222,1,1,1
1,9.53551471592042,6,2.0,2,2,1
0,3.9761453812732532,4,2.0,3,3,1
0,4.407038763003276,5,2.067545731279237,3,3,1
3,3.053848713870772,1,2.0,4,4,1
1,6.171632639112789,5,9.280316560027805,3,3,1
3,6.087583295726217,4,6.690158278580113,2,2,1
0,9.026482162353425,3,10.794427907322987,2,2,1
1,7.552829837276862,2,4.448895193729352,3,3,1
2,4.4184665734899,4,2.8586958162831455,3,3,1
0,7.746791072834567,4,2.0,1,1,1
1,3.512968655351816,3,4.374650425344464,2,2,1
1,4.563293922338715,6,4.811997684859507,2,2,1
1,6.236919097478441,6,2.49570052862978,2,2,1
1,3.7362272429348033,7,13.791096046107958,3,3,1
0,8.129317700816284,2,5.107625560069166,2,2,1
2,10.558625669696045,1,9.08480797648902,4,4,1
0,5.410955818374726,5,4.843064189283971,3,3,1
1,4.696626162617594,5,2.0,1,1,1
0,5.7408207786519085,3,6.670771126714045,0,1,1
2,4.88525534297599,2,2.0,1,1,1
0,6.523460876387767,5,4.539249344495492,3,3,1
0,3.3551910385943478,6,2.5738866325039838,1,1,1
2,6.6370127972027495,4,2.0,2,2,1
0,9.82384647713965,3,2.665701911102321,2,2,1
3,1.9957148935188984,3,2.0,3,3,1
0,3.6627051401193773,4,2.0,1,1,1
1,5.109885312225494,7,8.681478931864806,1,1,1
0,7.083785640951811,7,3.4515815207173643,1,1,1
1,7.780764191530095,4,2.125964173923694,2,2,1
